,id,experiment_name,seed,profit_gain,t,actor_hidden_size,discount,deviation_profit_percent,deviation_type,differential_deviation_profit
14,14,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,190399,0.9485476,10003,256,0.95,-4.280336669551721,cost,-0.26264067698685645
15,15,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,190399,0.9485476,10003,256,0.95,-0.9939478198656759,coop,-0.06802913506522029
16,16,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,40598,-0.18227597,10003,256,0.95,0.06304023238502543,br,0.006065279788509917
17,17,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,40598,-0.18227597,10003,256,0.95,0.046306359917369644,nash,0.005403530302933557
18,18,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,40598,-0.18227597,10003,256,0.95,-5.264578503725925,cost,-0.20466014034727462
19,19,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,40598,-0.18227597,10003,256,0.95,-2.578534643290692,coop,-0.09825155573982958
20,20,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,220720,0.92142034,10003,256,0.95,0.6471110045832451,br,0.03219181353567441
21,21,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,220720,0.92142034,10003,256,0.95,-0.09771501335013588,nash,-0.02022703152785968
22,22,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,220720,0.92142034,10003,256,0.95,-5.935041575540067,cost,-0.4114079801628502
23,23,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,220720,0.92142034,10003,256,0.95,-1.293009551433144,coop,-0.10056357980893033
24,24,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,71010,0.913254,10003,256,0.95,3.9326773294753203,br,0.27022169345597385
25,25,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,71010,0.913254,10003,256,0.95,1.3778453088429843,nash,0.09114723239102032
26,26,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,71010,0.913254,10003,256,0.95,-6.059548161583988,cost,-0.4143521275116256
27,27,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,71010,0.913254,10003,256,0.95,-0.9049213543191881,coop,-0.06851276855482516
28,28,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,130858,0.90645975,10003,256,0.95,1.2563264597993617,br,0.04883751486379412
29,29,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,130858,0.90645975,10003,256,0.95,-0.46575403753774114,nash,-0.06781334727424332
30,30,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,130858,0.90645975,10003,256,0.95,-6.135677584300387,cost,-0.4399948793473581
31,31,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,130858,0.90645975,10003,256,0.95,-3.6264329635057218,coop,-0.3385469410075103
32,32,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,150462,0.7056514,10003,256,0.95,5.176883236718233,br,0.2592705242349871
33,33,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,150462,0.7056514,10003,256,0.95,3.4919778475970498,nash,0.1734343661020372
34,34,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,150462,0.7056514,10003,256,0.95,-4.3343564869579465,cost,-0.2213797858548893
35,35,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,150462,0.7056514,10003,256,0.95,-1.2092958674467802,coop,-0.019514522690318212
36,36,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,1337,0.94868284,10003,256,0.95,1.1805063961982498,br,0.07862857047190627
37,37,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,1337,0.94868284,10003,256,0.95,-0.05289165699828291,nash,-0.013323491511567864
38,38,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,1337,0.94868284,10003,256,0.95,-7.718811457369778,cost,-0.5555980665912272
39,39,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,1337,0.94868284,10003,256,0.95,-2.395702919801912,coop,-0.19888746597548715
40,40,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9149,0.9499528,10003,256,0.95,1.4427881636681628,br,0.10498462252714394
41,41,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9149,0.9499528,10003,256,0.95,0.24470490854269222,nash,0.020091508734734004
42,42,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9149,0.9499528,10003,256,0.95,-5.634489948878169,cost,-0.37393563080322545
43,43,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9149,0.9499528,10003,256,0.95,-1.2243816817071984,coop,-0.08503643263712049
44,44,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5283,0.008779908,10003,256,0.95,1.7720775181673365,br,15.883179778889513
45,45,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5283,0.008779908,10003,256,0.95,1.7480157218886239,nash,15.876980769113004
46,46,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5283,0.008779908,10003,256,0.95,-2.243848094121992,cost,15.629547658076643
47,47,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5283,0.008779908,10003,256,0.95,-7.9884212188078285,coop,15.45447206578351
48,48,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9173,0.7444126,10003,256,0.95,49.926115739838515,br,99.4736165257904
49,49,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9173,0.7444126,10003,256,0.95,10.739075652532625,nash,0.5956682050407891
50,50,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9173,0.7444126,10003,256,0.95,-2.825157703454184,cost,-0.13482255661029002
51,51,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9173,0.7444126,10003,256,0.95,-12.288371994425502,coop,-54.412756753101476
52,52,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9933,0.8124032,10003,256,0.95,6.588612198453481,br,0.3980371976686221
53,53,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9933,0.8124032,10003,256,0.95,5.367638670287834,nash,0.28739207398153543
54,54,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9933,0.8124032,10003,256,0.95,2.8016111083181414,cost,0.15436232636055613
55,55,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9933,0.8124032,10003,256,0.95,-2.2831852053457005,coop,-0.13845415234382452
56,56,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,4517,0.96685594,10003,256,0.95,3.4137159461941624,br,0.21530469440445513
57,57,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,4517,0.96685594,10003,256,0.95,2.7041154458210483,nash,0.15206200564914124
58,58,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,4517,0.96685594,10003,256,0.95,-4.915409109383173,cost,-0.4084378687264667
59,59,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,4517,0.96685594,10003,256,0.95,-0.4308977212143017,coop,-0.03318562250034621
60,60,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9257,-0.20449957,10003,256,0.95,0.1021340235317858,br,0.0071745968553841855
61,61,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9257,-0.20449957,10003,256,0.95,0.0855439486702525,nash,0.006529517348131647
62,62,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9257,-0.20449957,10003,256,0.95,-5.339373141664594,cost,-0.20941950401840848
63,63,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9257,-0.20449957,10003,256,0.95,-2.6705231164956156,coop,-0.10328800624400616
64,64,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9767,-0.16752017,10003,256,0.95,0.2014522441007749,br,22.163466379435835
65,65,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9767,-0.16752017,10003,256,0.95,0.2353726810568224,nash,22.166203573663655
66,66,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9767,-0.16752017,10003,256,0.95,-5.763664947909719,cost,21.93463733138903
67,67,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9767,-0.16752017,10003,256,0.95,-1.1265303869730126,coop,22.092874604173026
68,68,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9564,0.9114125,10003,256,0.95,1.1133201933250514,br,0.07507398223439057
69,69,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9564,0.9114125,10003,256,0.95,0.20135573040350185,nash,0.0033460797580409096
70,70,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9564,0.9114125,10003,256,0.95,-5.609665403378417,cost,-0.4168874500640686
71,71,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9564,0.9114125,10003,256,0.95,-9.714707822645579,coop,-32.83183921435298
72,72,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5209,0.9430167,10003,256,0.95,1.0289550127669078,br,0.07405530896983153
73,73,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5209,0.9430167,10003,256,0.95,0.13657459470211575,nash,0.010866581189422159
74,74,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5209,0.9430167,10003,256,0.95,-6.1095628345317285,cost,-0.41428618686433405
75,75,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5209,0.9430167,10003,256,0.95,-1.4883230962390692,coop,-0.10925844110005634
76,76,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6531,0.9576036,10003,256,0.95,0.8308107024961764,br,0.0376520084115195
77,77,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6531,0.9576036,10003,256,0.95,0.35135920637677787,nash,-7.501629429029766e-07
78,78,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6531,0.9576036,10003,256,0.95,-5.737823647085561,cost,-0.4335102260106454
79,79,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6531,0.9576036,10003,256,0.95,-0.2735819702951836,coop,-0.02957823285074046
80,80,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6649,0.9389343,10003,256,0.95,1.7434092284003722,br,0.10705312535479586
81,81,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6649,0.9389343,10003,256,0.95,0.19791192877040564,nash,0.009979836167321648
82,82,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6649,0.9389343,10003,256,0.95,-6.95896258251928,cost,-0.46415264336087503
83,83,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6649,0.9389343,10003,256,0.95,-0.5380610080255921,coop,-0.037452664205063324
84,84,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,2963,0.2603935,10003,256,0.95,0.7326527632446456,br,29.815002357722186
85,85,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,2963,0.2603935,10003,256,0.95,0.5561016147496711,nash,29.806709247252535
86,86,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,2963,0.2603935,10003,256,0.95,-4.715251716915242,cost,29.543707730974084
87,87,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,2963,0.2603935,10003,256,0.95,-0.2624627574182359,coop,29.719723900375335
88,88,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,10267,0.9263295,10003,256,0.95,2.953396511200812,br,0.11620779279666482
89,89,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,10267,0.9263295,10003,256,0.95,1.8275207699439744,nash,0.022889164881030433
90,90,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,10267,0.9263295,10003,256,0.95,-7.7829463935878085,cost,-0.6683643896937576
91,91,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,10267,0.9263295,10003,256,0.95,-4.575012738638845,coop,-0.5058583114092716
92,92,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,10830,0.9735127,10003,256,0.95,0.5887272240489572,br,0.0332171845571308
93,93,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,10830,0.9735127,10003,256,0.95,-0.24819727852676277,nash,-0.02918320070671898
94,94,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,10830,0.9735127,10003,256,0.95,-5.535925636680128,cost,-0.37805091822185455
95,95,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,10830,0.9735127,10003,256,0.95,0.09007291359567904,coop,0.001078810947078651
96,96,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7224,0.97143126,10003,256,0.95,26.702441613947443,br,71.68100425616647
97,97,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7224,0.97143126,10003,256,0.95,4.527598332729677,nash,0.3338221225514457
98,98,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7224,0.97143126,10003,256,0.95,-2.371301495606953,cost,-0.10906969824454332
99,99,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7224,0.97143126,10003,256,0.95,-0.7974986850396493,coop,-0.033948356211391834
100,100,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7789,0.95918304,10003,256,0.95,4.262597091573561,br,0.30689446851951807
101,101,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7789,0.95918304,10003,256,0.95,2.764994645328539,nash,0.2085126798344364
102,102,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7789,0.95918304,10003,256,0.95,-4.53195733927238,cost,-0.28798224656385474
103,103,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7789,0.95918304,10003,256,0.95,-1.1869115191021962,coop,-0.09905513621150464
104,104,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6885,0.9631384,10003,256,0.95,2.054980736596862,br,0.08434808606199204
105,105,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6885,0.9631384,10003,256,0.95,0.9355091889259426,nash,-0.005186437767252
106,106,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6885,0.9631384,10003,256,0.95,-5.029988779662803,cost,-0.39718682902816627
107,107,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6885,0.9631384,10003,256,0.95,0.8386426239718192,coop,0.047067284222979816
108,108,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6627,0.8433315,10003,256,0.95,19.385628213841265,br,52.55257779492967
109,109,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6627,0.8433315,10003,256,0.95,17.87455385122092,nash,52.39297623446621
110,110,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6627,0.8433315,10003,256,0.95,9.995796759652116,cost,51.890001330791414
111,111,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6627,0.8433315,10003,256,0.95,-12.517971315634107,coop,-42.63117657907753
112,112,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7888,0.5514121,10003,256,0.95,2.794737497413613,br,0.18850801014311053
113,113,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7888,0.5514121,10003,256,0.95,1.7417851484606783,nash,0.10945227537533009
114,114,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7888,0.5514121,10003,256,0.95,-7.3542768871249775,cost,-0.348386131977835
115,115,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7888,0.5514121,10003,256,0.95,-0.7642594868993713,coop,0.03663772134699027
116,116,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5849,0.72151744,10003,256,0.95,1.7660363556741832,br,-16.570153149437047
117,117,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5849,0.72151744,10003,256,0.95,0.6845409889855159,nash,-16.641389426183544
118,118,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5849,0.72151744,10003,256,0.95,-5.02765884333507,cost,-16.995597372281175
119,119,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5849,0.72151744,10003,256,0.95,-0.5594207296677478,coop,-16.7884312606108
120,120,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5495,0.971418,10003,256,0.95,1.4534019121421604,br,0.08788281470037643
121,121,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5495,0.971418,10003,256,0.95,0.7091616675558465,nash,0.03531283072979746
122,122,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5495,0.971418,10003,256,0.95,-4.2991319938125,cost,-0.2933238767515578
123,123,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,5495,0.971418,10003,256,0.95,-0.09691798652498584,coop,-0.011248313238843205
124,124,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,1148,0.94574255,10003,256,0.95,0.9758538633780456,br,0.06376652023395268
125,125,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,1148,0.94574255,10003,256,0.95,-0.491131509286602,nash,-0.04593712786584489
126,126,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,1148,0.94574255,10003,256,0.95,-6.833539926930666,cost,-0.4707318338056853
127,127,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,1148,0.94574255,10003,256,0.95,-1.5378151754186498,coop,-0.11358455271584203
128,128,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,8562,0.94360757,10003,256,0.95,1.425314920563836,br,0.10448736292403607
129,129,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,8562,0.94360757,10003,256,0.95,-0.8379062600384457,nash,-0.06405422349871609
130,130,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,8562,0.94360757,10003,256,0.95,-7.041140394847423,cost,-0.4762593607202392
131,131,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,8562,0.94360757,10003,256,0.95,-1.4642035757213956,coop,-0.10328701676043411
132,132,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6579,0.9530443,10003,256,0.95,0.9467806445663585,br,0.0664248584186829
133,133,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6579,0.9530443,10003,256,0.95,0.2651828934642664,nash,0.020959215753416083
134,134,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6579,0.9530443,10003,256,0.95,-6.527092920727279,cost,-0.44212099447441067
135,135,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6579,0.9530443,10003,256,0.95,-0.8533935123949843,coop,-0.05896027420064401
136,136,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6609,0.110046014,10003,256,0.95,2.740446817299047,br,0.1336912613903969
137,137,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6609,0.110046014,10003,256,0.95,2.0128862739928532,nash,0.09667728358577347
138,138,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6609,0.110046014,10003,256,0.95,-0.4903649178009064,cost,-0.037204723709280116
139,139,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6609,0.110046014,10003,256,0.95,0.5729564244296881,coop,0.0614872345177315
140,140,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,3951,0.944827,10003,256,0.95,1.3257034286588087,br,0.09882667840063589
141,141,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,3951,0.944827,10003,256,0.95,0.7928616539301214,nash,0.06386632957218216
142,142,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,3951,0.944827,10003,256,0.95,-4.844698019152293,cost,-0.3147755523490776
143,143,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,3951,0.944827,10003,256,0.95,-1.4705393747363071,coop,-0.10889067974864203
144,144,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9786,0.93032944,10003,256,0.95,0.31415669480560626,br,-0.004528246304671066
145,145,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9786,0.93032944,10003,256,0.95,-0.30230660942514587,nash,-0.047501275067847015
146,146,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9786,0.93032944,10003,256,0.95,-6.400550979996089,cost,-0.45018221502598554
147,147,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9786,0.93032944,10003,256,0.95,-0.06748901890836767,coop,-0.009540640013334406
148,148,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,3099,0.7665505,10003,256,0.95,18.210576548054984,br,50.61506374528782
149,149,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,3099,0.7665505,10003,256,0.95,13.20758435201786,nash,50.20476232491585
150,150,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,3099,0.7665505,10003,256,0.95,7.839344598344761,cost,49.87982946499018
151,151,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,3099,0.7665505,10003,256,0.95,-0.12095073926300937,coop,-0.07592138603024604
152,152,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,2387,0.9643638,10003,256,0.95,1.0682259838171948,br,0.06062978739629163
153,153,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,2387,0.9643638,10003,256,0.95,0.4396836547591987,nash,0.012057985798978488
154,154,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,2387,0.9643638,10003,256,0.95,-4.83313063476854,cost,-0.33648560290972107
155,155,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,2387,0.9643638,10003,256,0.95,-0.006602276956862996,coop,-0.009689064623332216
156,156,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,8413,0.90641445,10003,256,0.95,5.567750698599322,br,0.39982806235767154
157,157,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,8413,0.90641445,10003,256,0.95,3.6948708165259743,nash,0.23997919545990443
158,158,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,8413,0.90641445,10003,256,0.95,-3.686081602906987,cost,-0.29303190497428855
159,159,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,8413,0.90641445,10003,256,0.95,-1.9576462738606415,coop,-0.13470057660470947
160,160,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7332,0.932583,10003,256,0.95,5.433894854811133,br,0.37061350107212043
161,161,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7332,0.932583,10003,256,0.95,2.1500155999164043,nash,0.0021780371093752526
162,162,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7332,0.932583,10003,256,0.95,-4.361247635147664,cost,-0.45325605811723524
163,163,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,7332,0.932583,10003,256,0.95,-1.705838599509607,coop,-0.1519030779979282
164,164,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9575,0.9050041,10003,256,0.95,6.144429412339148,br,0.37543835195695796
165,165,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9575,0.9050041,10003,256,0.95,-0.2636063952946577,nash,-0.17512583954889827
166,166,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9575,0.9050041,10003,256,0.95,-9.887555673727377,cost,-0.7819973996010572
167,167,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9575,0.9050041,10003,256,0.95,-1.8453271662321857,coop,-0.13261940255433935
168,168,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6780,0.9483247,10003,256,0.95,3.1091729185513506,br,0.25940313711313867
169,169,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6780,0.9483247,10003,256,0.95,0.2955850248994363,nash,0.03438150443053298
170,170,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6780,0.9483247,10003,256,0.95,-5.6890853505956125,cost,-0.36709962615314107
171,171,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,6780,0.9483247,10003,256,0.95,-2.0898389804428987,coop,-0.16143475573582644
172,172,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9001,0.9140889,10003,256,0.95,5.283125178674991,br,0.2989147137108925
173,173,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9001,0.9140889,10003,256,0.95,2.159255009210037,nash,0.01940200768125011
174,174,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9001,0.9140889,10003,256,0.95,-6.614830516527176,cost,-0.5328281934246225
175,175,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9001,0.9140889,10003,256,0.95,-1.0416578588545777,coop,-0.08403190666722439
176,176,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9825,0.8964922,10003,256,0.95,2.4518567923274173,br,0.18372295035532177
177,177,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9825,0.8964922,10003,256,0.95,1.752232971728318,nash,0.13001176079868929
178,178,saclite_tanh_2048critic_256actor_lr1e-3-5e-5_buf20000,9825,0.8964922,10003,256,0.95,-2.749678844359782,cost,-0.15447652211532223
